06790	3
32239	17
55344	87
55345	11
55614	7
32230	7
55341	1
19714	8
11542	241
11543	6
11540	3
06119	1
11547	13
11545	84
11548	31
11549	28
06110	4
11380	1
02109	15
48507	1
11385	431508
11386	11
11387	1
11388	2
07463	3
43271	9
07461	2
13021	1
92651	2
32839	2
92879	7
32232	1
17012	1
19154	63
32524	1
19403	2
01996	1
75427	2
08828	1
12701	7
12703	2
01851	6
55903	6
22003	1
55343	6
10965	86
10964	22
07512	12
10962	43
10960	31
06023	1
90245	2
10968	3
32789	3
11546	2
33318	9
99999	276
60134	2
60133	2
21108	2
78758	2
60138	1
19977	1
23452	4
60094	7
85327	1
85326	6
12017	4
80203	3
80202	19
80201	14
98005	6
98006	16
98007	3
98003	2
11762	90
11763	120
11760	2
11766	66
11767	68
11764	27
11765	1
23693	1
10709	72
10708	215
19015	6
10703	79
08610	1
10701	406
46268	2
10707	74
10706	54
10705	333
10704	557
07740	11
60006	6
60004	1
32225	17
60009	7
60008	5
33434	4
12520	12
84123	1
94028	4
84121	4
60917	1
70062	2
60098	2
01757	2
63367	2
07462	7
21297	22
80112	15
80111	31
80110	4
07460	2
18346	2
10417	1
13092	2
18458	4
90009	9
10411	1
11949	30
11946	23
11947	2
14132	18
90000	8
96813	2
33470	2
11941	2
01020	1
73124	6
33071	5
33076	1
08720	1
08721	1
60643	1
08723	15
08724	8
10167	28
45201	6
45202	28
48237	1
45209	1
11952	4
14624	2
14625	2
14626	4
14623	16
90066	1
10162	713
10562	31
10560	14
10567	50
10566	42
10565	7
09831	1
10568	7
08310	1
01110	1
10097	16
10096	16
63124	2
08816	30
08619	6
48092	1
48093	24
48090	100
21704	2
19401	2
75252	2
37311	2
13057	2
30329	15
30328	16
18707	2
18706	12
78660	4
30327	1
78664	2
33509	1
14710	6
94545	2
14240	34
59102	6
12946	4
34230	22
40742	8
08053	13
55901	1
08057	1
08054	47
08055	2
67102	1
34202	21
30252	4
07853	8
07852	6
07850	1
23059	17
30202	2
12496	2
23507	1
12498	4
07675	12
07858	2
23502	121
07670	54
07079	34
07078	2
07075	1
27615	1
07076	6
07071	97
07070	24
07073	72
07072	167
07981	5
11169	6
50704	10
50702	2
50701	42
12996	2
07480	2
76155	8
66614	2
94942	2
06611	5
06614	4
06615	1
01938	1
08870	1
55902	2
08872	14
08873	23
08876	2
08879	36
01853	8
77373	2
55113	28
01852	1
55118	1
10763	1
29615	8
29616	17
06850	4
06851	36
06853	1
91201	9
28217	8
23295	1
35203	1
55330	5
35209	54
07514	2
55337	6
07457	1
07758	2
02134	1
02132	1
11579	61
07450	19
11577	155
11576	129
11575	92
11573	1
11572	240
11571	4
11570	236
11379	145057
11378	178359
11375	240315
11374	143593
11377	321487
11376	6
11371	1388
11370	84773
11373	268121
11372	226896
92868	2
91514	8
32825	1
19143	1
92867	13
70459	1
59730	2
77024	2
61265	2
92881	8
01842	9
01843	8
01840	15
12719	2
01845	3
10970	17
07522	2
02007	6
44685	1
32792	5
10977	63
31904	3
06033	5
81501	4
07528	1
31902	3
32224	2
11288	1
19701	3
19702	25
60123	3
21117	2
21114	2
01114	1
98101	1
98102	9
02346	1
33323	5
33624	1
28705	7
11757	203
11756	296
11755	53
11754	35
11753	174
11752	15
11751	22
11750	4
74136	2
74137	2
74134	34
11758	302
14534	11
11597	1
11596	126
11590	722
92009	11
11599	2
11598	233
52101	4
46278	1
20737	6
11010	308
57402	1
95330	2
93912	10
60018	18
60019	1
53562	1
62703	2
60014	2
60015	11
60010	2
21601	2
34953	1
84119	2
84117	1
84115	2
80108	2
13440	11
36305	2
60194	2
21280	2
21286	5
11626	1
46308	6
21288	7
34957	4
97210	1
10152	26
10153	166
10150	17
10151	32
10156	3
10154	97
10155	52
18327	1
33442	9
10158	20
10159	48
11977	4
63141	24
33197	1
75067	12
75063	18
75062	2
01057	1
77802	4
10398	1
17754	6
75265	13
08848	3
75266	16
75261	8
07410	35
60656	64
14892	7
60654	6
33040	1
12227	1
12225	2
10710	265
45274	2
85040	30
19114	2
90405	2
71291	2
95161	9
14094	2
14092	1
34947	7
10576	33
10577	98
10570	73
10573	135
18936	2
10088	5
78476	1
10087	12
18938	15
10081	16
44256	1
02466	1
78278	9
33534	6
30622	7
11963	6
48044	7
33623	3
94551	116
11901	18
94555	2
38184	17
07710	20
37075	2
63301	62
11239	15051
87112	5
12209	2
87110	4
33990	2
33225	7
33223	7
11684	2
30240	1
06784	5
08060	14
40225	1
12483	4
12480	2
78727	1
40220	2
40223	3
12485	4
07660	47
40844	7
05254	1
07663	36
07664	2
07666	67
12010	3
07361	1
08086	43
08081	1
08080	9
08083	26
07069	7
07066	10
07067	7
07064	3
07065	9
07062	1
07063	5
07060	25
11111	114
11110	4
11112	8
11768	77
11769	14
43226	1
94954	8
94952	2
30339	42
76161	36
79701	11
92102	1
12473	1
23606	4
08006	8
19103	3
23608	6
12570	14
08801	4
07208	14
08889	10
07202	23
19106	7
07201	192
07206	8
07207	5
07204	8
07205	6
11025	2
11024	35
11027	16
11026	4
11021	443
55107	1
11023	120
11022	19
06820	3
29604	1
06825	4
06824	5
29601	36
06828	7
28227	2
23285	7
23462	9
19109	3
23466	1
92128	2
35216	1
35210	7
17032	6
08844	7
11568	39
07442	2
43212	2
07444	5
07446	26
43216	25
43219	50
11561	285
11563	285
11565	72
11566	274
07339	1
11368	306417
11369	149830
11366	68380
11367	162188
11364	110019
11365	125579
11362	65489
11363	41072
11360	45854
11361	118884
17038	1
32819	3
19178	1
51591	2
92630	4
51593	1
14263	1
19176	1
01876	3
19341	1
19608	2
00870	1
19607	4
77036	19
77034	6
12729	2
12726	2
07753	5
12721	11
13300	2
10989	26
10988	2
