20874	2
35235	1
35233	1
55344	21
55345	2
19711	2
60141	2
55343	20
54548	2
49090	4
06117	4
64030	7
60910	2
02108	4
02109	17
60915	9
60914	71
65708	7
60919	16
17522	3
43271	1
43277	22
33315	2
49546	3
92653	1
42701	3
43050	1
92657	1
92656	9
32835	3
19154	7
19405	3
73084	1
19151	1
55346	1
61826	2
32304	4
32301	4
61201	15
55902	7
61822	107
55901	1
73069	2
23842	3
13606	5
10960	2
61821	1
46711	1
46131	5
06026	1
32789	3
60828	1
60827	3416
60821	2
60822	17
60137	653
60136	134
60135	74
60134	221
60133	290
60132	24
60131	3311
60130	1487
48023	1
52001	7
60139	684
60138	2
36201	3
74129	1
60094	25
02359	7
97330	1
80207	3
80206	12
80204	5
80203	9
80202	95
98004	6
98005	4
98006	11
53121	15
98003	3
53126	63
53184	39
43506	4
96792	1
53007	9
85213	1
15205	3
10708	3
99205	1
63021	2
46268	38
97446	1
60003	1
60002	252
60001	9
32937	4
60007	6561
60006	67
60005	1735
60004	2071
19010	19
60009	32
60008	2493
70065	1
84121	6
90220	4
84127	1
70062	6
94022	1
43620	1
94025	1
46317	1
97201	1
46312	132
46311	144
97204	16
80112	34
80111	54
80110	6
46319	120
80114	1
46515	3
45840	2
90008	5
33478	2
90004	4
33477	4
90007	2
54880	3
10006	4
63110	6
63112	1
46516	3
63114	15
63115	5
62306	2
63117	3
63118	2
63119	12
90265	4
33166	1
52732	3
60649	32373
60648	79
68179	3
33071	2
54956	5
54957	10
60641	72247
44646	1
60643	53439
60642	24394
60645	29920
60644	41936
60647	97982
60646	28557
85054	6
73127	1
85051	1
45202	52
45203	3
84057	2
62864	1
10165	2
62645	1
33181	1
90292	1
53512	3
53511	20
70809	3
62881	4
48230	2
19406	3
32837	3
01111	2
49783	1
49782	15
01118	13
48093	6
48091	5
60663	8
37311	3
48099	1
13057	18
60662	19
44333	9
30328	39
18706	3
08817	4
30320	1
30327	7
30326	5
94543	1
94545	9
94544	1
14240	18
57041	2
95014	14
15666	3
19008	1
37174	1
32653	2
76712	1
87103	5
11361	5
34209	1
08054	2
34202	20
34203	5
34205	2
83616	2
30368	1
23502	6
23501	5
49064	1
07079	1
28697	1
27617	1
84070	3
27615	4
27613	3
27612	1
07073	9
60709	2
97205	1
75270	9
50707	1
54876	21
50703	2
50701	3
98111	1
02910	1
67215	2
83726	4
67212	3
76155	20
94945	6
94947	2
66614	3
72120	3
61341	16
33055	2
91706	3
55110	18
55113	12
55114	4
55117	3
85072	5
55118	3
61745	1
48950	4
29615	8
60125	2
80550	1
06851	7
91201	7
28217	15
91203	4
28211	8
35203	4
45264	6
55330	13
35209	9
55337	3
43265	19
02134	2
43260	2
06108	1
11577	2
54402	2
60902	1
60901	36
89147	3
89146	5
89145	11
11375	2
11377	2
97015	1
11370	3
11372	3
92868	2
44360	1
92648	3
44035	1
19148	3
19146	1
32827	1
32824	6
80002	5
32534	5
92865	1
92310	2
92867	3
60340	4
32316	1
32317	7
43054	4
50329	1
77024	5
77027	1
92880	2
92881	3
48430	3
48312	4
22015	6
92694	3
43464	2
10977	3
06033	1
32225	6
16066	6
19707	4
19702	3
78245	1
60834	1
60832	1
19709	1
60120	1004
60121	86
60122	8
60123	2184
60124	199
98108	6
60126	3186
60127	1
98104	9
64117	12
75284	22
98101	20
56045	3
55807	1
69644	1
56537	3
94303	3
31496	2
94301	1
94304	1
11757	3
80219	2
90813	1
80211	5
80212	4
80214	1
74137	5
74134	6
90814	1
14534	10
98073	16
98072	3
51102	1
11590	3
10803	18
43040	1
43041	1
63901	1
99999	1
52101	6
99211	1
99216	3
20737	2
57401	3
62501	2
46277	5
64029	1
94710	4
94014	7
60018	3426
60019	2
94010	2
60014	485
60015	1783
60016	3659
60017	5
60010	3041
60011	10
60012	75
60013	2234
