201009	17
201008	16
201110	341
201403	546
201402	498
201401	474
201407	276
201406	400
201405	514
201404	682
201312	477
201311	1003
201310	361
201205	145
201204	116
201207	294
201206	126
201201	168
201203	130
201202	226
201010	13
201011	15
201012	45
201111	121
201208	350
201112	189
201108	152
201109	491
201003	6
201002	3
201209	238
201007	7
201006	4
201005	19
201004	95
201308	231
201309	318
201304	375
201305	278
201306	500
201307	227
201301	385
201302	503
201303	871
201212	229
201210	186
201211	176
201106	83
201107	115
201104	182
201105	169
201102	50
201103	13
201101	89
